matter_id,cnr,filing_no,filing_date,disposal_date,court_name,case_status,case_typology,case_category,matter_type,main_matter_id,updated_on,registration_number
212563,HCBM020199092022,IAL/19903/2022,2022-06-23,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9909.0,2025-04-03,
9910,HCBM020312912022,COMSL/31285/2022,2022-09-29,2024-08-26,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,9910.0,2025-04-01,
9911,HCBM020161982022,COMSL/16194/2022,2022-05-20,2024-03-11,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,9911.0,2025-04-01,
205897,HCBM020162012022,IAL/16197/2022,2022-05-20,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9911.0,2025-04-02,
208053,HCBM020162022022,IAL/16198/2022,2022-05-20,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9911.0,2025-04-02,
209478,HCBM020186222023,IAL/18615/2023,2023-07-10,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9911.0,2025-03-28,
212285,HCBM020268942022,IAL/26888/2022,2022-08-22,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9911.0,2025-03-28,
9912,HCBM020149662022,COMSL/14962/2022,2022-05-05,2024-03-11,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,9912.0,2025-04-01,
219569,HCBM020149692022,IAL/14965/2022,2022-05-05,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9912.0,2025-04-02,
219756,HCBM020062142023,IAL/6212/2023,2023-03-03,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9912.0,2025-04-02,
9913,HCBM020215402022,COMSL/21534/2022,2022-07-06,2024-11-18,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,9913.0,2025-04-01,
210515,HCBM020340412023,IAL/34029/2023,2023-12-06,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9913.0,2025-03-28,
219334,HCBM020215422022,IAL/21536/2022,2022-07-06,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9913.0,2025-04-03,
9914,HCBM020056582022,COMSL/5657/2022,2022-02-24,2024-03-11,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,9914.0,2024-09-17,
9915,HCBM020143032022,SL/14299/2022,2022-04-30,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,9915.0,2025-03-28,
9916,HCBM020297972022,SL/29791/2022,2022-09-16,2024-01-30,Bombay High Court,Disposed,Original_SUITS,Suits,Main,9916.0,2025-03-28,
208401,HCBM020298052022,IAL/29799/2022,2022-09-16,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9916.0,2025-03-28,
220644,HCBM020119932023,IAL/11988/2023,2023-04-26,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9916.0,2025-04-03,
9917,HCBM020146572022,COMSSL/14653/2022,2022-05-04,2022-11-28,Bombay High Court,Disposed,Original_COMMERCIAL SUMMARY SUITS,Commercial Suits,Main,9917.0,2025-04-01,
207973,HCBM020146722022,IAL/14668/2022,2022-05-04,2022-11-28,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9917.0,2025-04-02,
9918,HCBM020264312022,SL/26425/2022,2022-08-18,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,9918.0,2025-03-28,
9919,HCBM020186152022,SL/18609/2022,2022-06-14,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,9919.0,2025-03-29,
205742,HCBM020186232022,IAL/18617/2022,2022-06-14,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9919.0,2025-04-03,
9920,HCBM020051502022,COMSL/5149/2022,2022-02-21,,Bombay High Court,Pre-Admission,Original_Commercial Suit,Commercial Suits,Main,9920.0,2025-03-28,
204529,HCBM020051582022,IAL/5157/2022,2022-02-21,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9920.0,2025-03-28,
9921,HCBM020139632022,COMSSL/13959/2022,2022-04-28,2023-05-04,Bombay High Court,Disposed,Original_COMMERCIAL SUMMARY SUITS,Commercial Suits,Main,9921.0,2025-04-01,
205302,HCBM020139722022,IAL/13968/2022,2022-04-28,2023-05-04,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9921.0,2025-04-02,
206559,HCBM020303072022,IAL/30301/2022,2022-09-21,2023-05-04,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9921.0,2025-03-29,
207126,HCBM020295662022,SJL/29560/2022,2022-09-15,2023-05-04,Bombay High Court,Disposed,Original_SUMMONSES FOR JUDGEMENT,Commercial Suits,Subcase,9921.0,2025-03-28,
210339,HCBM020139742022,LPETNL/13970/2022,2022-04-28,2022-06-14,Bombay High Court,Disposed,Original_LEAVE PETITION,Commercial Suits,Subcase,9921.0,2025-03-28,
9922,HCBM020204542022,COMSL/20448/2022,2022-06-28,2024-08-26,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,9922.0,2025-04-01,
123577,HCBM020293242024,IAL/29317/2024,2024-09-24,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9922.0,2025-04-03,
129490,HCBM020308882024,IAL/30880/2024,2024-10-08,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9922.0,2025-03-28,
216056,HCBM020204592022,IAL/20453/2022,2022-06-28,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9922.0,2025-04-03,
220193,HCBM020108812023,IAL/10876/2023,2023-04-17,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9922.0,2025-04-03,
9923,HCBM020041492022,SL/4148/2022,2022-02-11,2023-10-05,Bombay High Court,Disposed,Original_SUITS,Suits,Main,9923.0,2025-03-28,
203429,HCBM020041502022,IAL/4149/2022,2022-02-11,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9923.0,2025-03-28,
217681,HCBM020203472022,IAL/20341/2022,2022-06-27,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9923.0,2025-04-03,
9924,HCBM020212852022,COMSL/21279/2022,2022-07-04,,Bombay High Court,Pre-Admission,Original_Commercial Suit,Commercial Suits,Main,9924.0,2025-04-01,
206204,HCBM020212862022,IAL/21280/2022,2022-07-04,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9924.0,2025-04-03,
9925,HCBM020069012022,SL/6900/2022,2022-03-05,2023-02-09,Bombay High Court,Disposed,Original_SUITS,Suits,Main,9925.0,2025-03-28,
203882,HCBM020069082022,IAL/6907/2022,2022-03-05,2023-02-09,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Suits,Subcase,9925.0,2025-03-28,
9926,HCBM020102582022,SL/10256/2022,2022-03-30,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,9926.0,2025-03-28,
209676,HCBM020102652022,IAL/10263/2022,2022-03-30,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9926.0,2025-03-28,
9927,HCBM020263092022,SL/26303/2022,2022-08-17,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,9927.0,2025-03-28,
206931,HCBM020263162022,IAL/26310/2022,2022-08-17,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9927.0,2025-03-28,
208196,HCBM020312192022,IAL/31213/2022,2022-09-28,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9927.0,2025-03-28,
9928,HCBM020107102022,SL/10708/2022,2022-04-01,2024-10-19,Bombay High Court,Disposed,Original_SUITS,Suits,Main,9928.0,2025-03-28,
120523,HCBM020179012024,IAL/17896/2024,2024-06-13,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9928.0,2025-03-29,
9929,HCBM020004672022,SL/466/2022,2022-01-06,2023-07-25,Bombay High Court,Disposed,Original_SUITS,Suits,Main,9929.0,2025-03-28,
202856,HCBM020004742022,IAL/473/2022,2022-01-06,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9929.0,2025-03-28,
9930,HCBM020134402022,COMSL/13436/2022,2022-04-25,2024-01-16,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,9930.0,2025-04-01,
9931,HCBM020287042022,SL/28698/2022,2022-09-07,2024-01-30,Bombay High Court,Disposed,Original_SUITS,Suits,Main,9931.0,2025-03-28,
204667,HCBM020287072022,IAL/28701/2022,2022-09-07,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9931.0,2025-03-28,
9932,HCBM020183312022,SL/18325/2022,2022-06-10,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,9932.0,2025-03-28,
215895,HCBM020183352022,IAL/18329/2022,2022-06-10,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9932.0,2025-04-03,
9933,HCBM020355912022,SL/35585/2022,2022-11-16,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,9933.0,2025-03-28,
105571,HCBM020239572023,APPL/23949/2023,2023-08-29,2023-09-25,Bombay High Court,Disposed,Original_APPEALS (OS),Suits,Subcase,9933.0,2025-03-31,
207940,HCBM020355922022,IAL/35586/2022,2022-11-16,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9933.0,2025-03-29,
209215,HCBM020306932023,IAL/30684/2023,2023-11-01,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9933.0,2025-03-28,
216752,HCBM020305232023,CONPL/30514/2023,2023-10-31,,Bombay High Court,Pre-Admission,Original_CONTEMPT PETITION,Suits,Subcase,9933.0,2025-04-01,
219088,HCBM020241582023,IAL/24149/2023,2023-08-30,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9933.0,2025-03-28,
219313,HCBM020309802023,RPAL/30970/2023,2023-11-03,,Bombay High Court,Pre-Admission,Original_REVIEW PETITION IN APPEAL.,Suits,Subcase,9933.0,2025-03-28,
9934,HCBM020077532022,COMSL/7752/2022,2022-03-11,,Bombay High Court,Pre-Admission,Original_Commercial Suit,Commercial Suits,Main,9934.0,2025-03-28,
203591,HCBM020077582022,IAL/7757/2022,2022-03-11,2022-09-08,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9934.0,2025-03-28,
9935,HCBM020129472022,SL/12943/2022,2022-04-20,2023-08-01,Bombay High Court,Disposed,Original_SUITS,Suits,Main,9935.0,2025-03-28,
9936,HCBM020147452022,SL/14741/2022,2022-05-04,2023-11-02,Bombay High Court,Disposed,Original_SUITS,Suits,Main,9936.0,2025-03-28,
205599,HCBM020147472022,IAL/14743/2022,2022-05-04,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9936.0,2025-04-02,
9937,HCBM020121482022,COMSL/12145/2022,2022-04-12,2024-01-16,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,9937.0,2025-04-01,
213530,HCBM020169992023,IAL/16992/2023,2023-06-22,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9937.0,2025-03-28,
9938,HCBM020219832022,COMSSL/21977/2022,2022-07-11,2023-03-09,Bombay High Court,Disposed,Original_COMMERCIAL SUMMARY SUITS,Commercial Suits,Main,9938.0,2025-04-01,
206311,HCBM020219892022,IAL/21983/2022,2022-07-11,2022-11-10,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9938.0,2025-04-03,
211431,HCBM020254112022,SJL/25405/2022,2022-08-06,2022-11-10,Bombay High Court,Disposed,Original_SUMMONSES FOR JUDGEMENT,Commercial Suits,Subcase,9938.0,2025-03-28,
9939,HCBM020006352022,SL/634/2022,2022-01-07,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,9939.0,2025-03-28,
204301,HCBM020006372022,IAL/636/2022,2022-01-07,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9939.0,2025-03-28,
9940,HCBM020043042022,COMSSL/4303/2022,2022-02-14,2024-03-08,Bombay High Court,Disposed,Original_COMMERCIAL SUMMARY SUITS,Commercial Suits,Main,9940.0,2025-03-28,
9941,HCBM020049102022,SL/4909/2022,2022-02-17,2024-01-30,Bombay High Court,Disposed,Original_SUITS,Suits,Main,9941.0,2025-03-28,
9942,HCBM020016212022,COMSSL/1620/2022,2022-01-18,2023-04-21,Bombay High Court,Disposed,Original_COMMERCIAL SUMMARY SUITS,Commercial Suits,Main,9942.0,2025-03-28,
205664,HCBM020065652022,LPETNL/6564/2022,2022-03-03,2022-03-17,Bombay High Court,Disposed,Original_LEAVE PETITION,Commercial Suits,Subcase,9942.0,2025-03-28,
9943,HCBM020214342022,COMSL/21428/2022,2022-07-05,2024-03-11,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,9943.0,2025-04-01,
204631,HCBM020214352022,IAL/21429/2022,2022-07-05,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9943.0,2025-04-03,
9944,HCBM020054792022,COMSL/5478/2022,2022-02-23,2022-04-05,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,9944.0,2025-03-28,
203614,HCBM020054922022,IAL/5491/2022,2022-02-23,2022-04-05,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9944.0,2025-03-28,
204084,HCBM020054882022,IAL/5487/2022,2022-02-23,2022-04-05,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9944.0,2025-03-28,
205172,HCBM020054942022,IAL/5493/2022,2022-02-23,2022-04-05,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9944.0,2025-03-28,
9945,HCBM020106632022,SL/10661/2022,2022-04-01,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,9945.0,2025-03-28,
119095,HCBM020033002024,IAL/3299/2024,2024-01-30,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9945.0,2025-03-28,
205094,HCBM020126712022,IAL/12667/2022,2022-04-18,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9945.0,2025-04-02,
9946,HCBM020345102022,SL/34504/2022,2022-11-03,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,9946.0,2025-03-28,
113867,HCBM020140512024,IAL/14046/2024,2024-04-23,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9946.0,2025-03-28,
204953,HCBM020378272022,IAL/37821/2022,2022-12-05,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9946.0,2025-03-28,
209602,HCBM020345162022,LPETNL/34510/2022,2022-11-03,2022-11-17,Bombay High Court,Disposed,Original_LEAVE PETITION,Suits,Subcase,9946.0,2025-03-28,
9947,HCBM020402392022,COMSL/40233/2022,2022-12-22,2024-01-16,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,9947.0,2025-04-01,
205216,HCBM020402442022,IAL/40238/2022,2022-12-22,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9947.0,2025-03-28,
9948,HCBM020171452022,COMSL/17141/2022,2022-06-01,2024-01-16,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,9948.0,2025-04-01,
205883,HCBM020171462022,IAL/17142/2022,2022-06-01,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9948.0,2025-04-03,
206568,HCBM020374252022,IAL/37419/2022,2022-12-01,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9948.0,2025-03-28,
9949,HCBM020007462022,COMSL/745/2022,2022-01-07,2022-04-29,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,9949.0,2025-03-29,
202574,HCBM020007522022,IAL/751/2022,2022-01-07,2022-04-29,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9949.0,2025-03-28,
203172,HCBM020032942022,IAL/3293/2022,2022-02-03,2022-04-29,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9949.0,2025-03-28,
9950,HCBM020097362022,COMSL/9734/2022,2022-03-28,,Bombay High Court,Pre-Admission,Original_Commercial Suit,Commercial Suits,Main,9950.0,2024-09-17,
204086,HCBM020097382022,IAL/9736/2022,2022-03-28,2022-11-09,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9950.0,2025-03-28,
210329,HCBM020362442022,IAL/36238/2022,2022-11-21,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9950.0,2025-03-28,
213566,HCBM020097372022,IAL/9735/2022,2022-03-28,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9950.0,2025-03-28,
9951,HCBM020314622022,SL/31456/2022,2022-09-30,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,9951.0,2025-03-28,
103248,HCBM020177982024,APPL/17793/2024,2024-06-11,,Bombay High Court,Pre-Admission,Original_APPEALS (OS),Suits,Subcase,9951.0,2025-03-31,
119168,HCBM020178032024,IAL/17798/2024,2024-06-11,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9951.0,2025-03-28,
208314,HCBM020314632022,IAL/31457/2022,2022-09-30,2024-05-10,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Suits,Subcase,9951.0,2025-03-29,
213011,HCBM020244952023,IAL/24487/2023,2023-09-01,2024-05-10,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Suits,Subcase,9951.0,2025-03-28,
215530,HCBM020290182023,IAL/29008/2023,2023-10-16,2024-05-10,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Suits,Subcase,9951.0,2025-03-28,
219916,HCBM020175382023,CONPL/17531/2023,2023-06-28,2024-05-10,Bombay High Court,Disposed,Original_CONTEMPT PETITION,Suits,Subcase,9951.0,2025-04-01,
9952,HCBM020159632022,COMSL/15959/2022,2022-05-17,,Bombay High Court,Pre-Admission,Original_Commercial Suit,Commercial Suits,Main,9952.0,2025-04-01,
9953,HCBM020366452022,SL/36639/2022,2022-11-24,2023-08-29,Bombay High Court,Disposed,Original_SUITS,Suits,Main,9953.0,2025-03-28,
9954,HCBM020059042022,COMSL/5903/2022,2022-02-25,2024-05-08,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,9954.0,2025-03-28,
203788,HCBM020059082022,IAL/5907/2022,2022-02-25,2024-05-08,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9954.0,2025-03-29,
9955,HCBM020161452022,COMSL/16141/2022,2022-05-19,,Bombay High Court,Pre-Admission,Original_Commercial Suit,Commercial Suits,Main,9955.0,2025-04-01,
122605,HCBM020211862024,IAL/21180/2024,2024-07-06,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9955.0,2025-04-03,
210018,HCBM020161512022,IAL/16147/2022,2022-05-19,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9955.0,2025-04-02,
211357,HCBM020010732023,CRRL/1073/2023,2023-01-11,2023-01-16,Bombay High Court,Disposed,Original_COURT RECEIVERS REPORT,Commercial Suits,Subcase,9955.0,2025-04-01,
215515,HCBM020076602023,IAL/7656/2023,2023-03-17,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9955.0,2025-04-03,
218775,HCBM020023262023,IAL/2325/2023,2023-01-23,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9955.0,2025-04-02,
9956,HCBM020109552022,SL/10953/2022,2022-04-04,2024-01-30,Bombay High Court,Disposed,Original_SUITS,Suits,Main,9956.0,2025-03-28,
205858,HCBM020110622022,IAL/11060/2022,2022-04-05,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9956.0,2025-04-02,
9957,HCBM020404952022,SL/40489/2022,2022-12-23,2023-09-26,Bombay High Court,Disposed,Original_SUITS,Suits,Main,9957.0,2025-03-28,
9958,HCBM020055302022,SL/5529/2022,2022-02-23,2024-02-13,Bombay High Court,Disposed,Original_SUITS,Suits,Main,9958.0,2025-03-28,
203868,HCBM020055362022,IAL/5535/2022,2022-02-23,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9958.0,2025-03-28,
9959,HCBM020413352022,SL/41329/2022,2022-12-30,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,9959.0,2025-03-28,
206548,HCBM020413372022,IAL/41331/2022,2022-12-30,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9959.0,2025-03-28,
9960,HCBM020204442022,SL/20438/2022,2022-06-28,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,9960.0,2025-03-28,
207495,HCBM020218342022,IAL/21828/2022,2022-07-08,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9960.0,2025-04-03,
9961,HCBM020289602022,SL/28954/2022,2022-09-08,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,9961.0,2025-03-28,
209708,HCBM020289632022,IAL/28957/2022,2022-09-08,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9961.0,2025-03-28,
9962,HCBM020102112022,SSL/10209/2022,2022-03-30,2024-03-12,Bombay High Court,Disposed,Original_SUMMARY SUITS.,Summary Suits,Main,9962.0,2025-03-28,
206257,HCBM020388092022,IAL/38803/2022,2022-12-12,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Summary Suits,Subcase,9962.0,2025-03-28,
219928,HCBM020384992022,SJL/38493/2022,2022-12-09,,Bombay High Court,Pre-Admission,Original_SUMMONSES FOR JUDGEMENT,Summary Suits,Subcase,9962.0,2025-03-28,
9963,HCBM020365022022,SL/36496/2022,2022-11-23,2024-01-16,Bombay High Court,Disposed,Original_SUITS,Suits,Main,9963.0,2025-03-28,
105362,HCBM020318572023,CHOLL/31843/2023,2023-11-09,2024-01-31,Bombay High Court,Disposed,Original_CHAMBER ORDER LODGING,Suits,Subcase,9963.0,2025-04-01,
9964,HCBM020207262022,COMSL/20720/2022,2022-06-29,2024-01-16,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,9964.0,2025-04-01,
205628,HCBM020207302022,IAL/20724/2022,2022-06-29,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9964.0,2025-04-03,
9965,HCBM020039262022,SL/3925/2022,2022-02-10,2024-01-30,Bombay High Court,Disposed,Original_SUITS,Suits,Main,9965.0,2025-03-28,
9966,HCBM020355032022,SL/35497/2022,2022-11-15,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,9966.0,2025-03-28,
205151,HCBM020355122022,IAL/35506/2022,2022-11-15,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9966.0,2025-03-29,
207450,HCBM020355102022,LPETNL/35504/2022,2022-11-15,2022-11-17,Bombay High Court,Disposed,Original_LEAVE PETITION,Suits,Subcase,9966.0,2025-03-28,
211812,HCBM020410392022,IAL/41033/2022,2022-12-28,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9966.0,2025-03-28,
9967,HCBM020020902022,SL/2089/2022,2022-01-24,2024-01-16,Bombay High Court,Disposed,Original_SUITS,Suits,Main,9967.0,2025-03-28,
202276,HCBM020020922022,IAL/2091/2022,2022-01-24,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9967.0,2025-03-28,
202461,HCBM020245212022,APPL/24515/2022,2022-07-29,,Bombay High Court,Pre-Admission,Original_APPEALS (OS),Suits,Subcase,9967.0,2025-03-31,
204240,HCBM020087062022,IAL/8705/2022,2022-03-17,2022-08-05,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Suits,Subcase,9967.0,2025-03-28,
9968,HCBM020363332022,SL/36327/2022,2022-11-22,,Bombay High Court,Rejected,Original_SUITS,Suits,Main,9968.0,2025-03-28,
102588,HCBM020298082023,CHOLL/29798/2023,2023-10-21,2024-02-01,Bombay High Court,Disposed,Original_CHAMBER ORDER LODGING,Suits,Subcase,9968.0,2025-04-01,
213204,HCBM020363382022,IAL/36332/2022,2022-11-22,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9968.0,2025-03-28,
9969,HCBM020128812022,COMSL/12877/2022,2022-04-20,2024-03-11,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,9969.0,2025-04-01,
205102,HCBM020370832022,IAL/37077/2022,2022-11-29,2023-01-11,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9969.0,2025-03-28,
205777,HCBM020128852022,IAL/12881/2022,2022-04-20,2023-01-11,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9969.0,2025-04-02,
207366,HCBM020337152022,IAL/33709/2022,2022-10-20,2023-01-11,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9969.0,2025-03-28,
208211,HCBM020316422022,IAL/31636/2022,2022-10-01,2023-01-11,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9969.0,2025-03-28,
9970,HCBM020312782022,COMSL/31272/2022,2022-09-29,2024-01-16,Bombay High Court,Disposed,Original_Commercial Suit,Commercial Suits,Main,9970.0,2025-04-01,
213394,HCBM020312852022,IAL/31279/2022,2022-09-29,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Commercial Suits,Subcase,9970.0,2025-03-28,
9971,HCBM020285082022,SL/28502/2022,2022-09-06,,Bombay High Court,Pre-Admission,Original_SUITS,Suits,Main,9971.0,2025-03-28,
204877,HCBM020287152022,IAL/28709/2022,2022-09-07,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Suits,Subcase,9971.0,2025-03-28,
9972,HCBM020032392022,SL/3238/2022,2022-02-03,2024-01-30,Bombay High Court,Disposed,Original_SUITS,Suits,Main,9972.0,2025-03-28,
219911,HCBM020032492022,LPETNL/3248/2022,2022-02-03,2023-04-13,Bombay High Court,Disposed,Original_LEAVE PETITION,Suits,Subcase,9972.0,2025-03-28,
9973,HCBM020267162022,SSL/26710/2022,2022-08-20,,Bombay High Court,Pre-Admission,Original_SUMMARY SUITS.,Summary Suits,Main,9973.0,2025-03-28,
210374,HCBM020243612023,IAL/24353/2023,2023-08-31,2023-10-25,Bombay High Court,Disposed,Original_INTERIM APPLICATION,Summary Suits,Subcase,9973.0,2025-03-28,
212755,HCBM020243722023,IAL/24364/2023,2023-08-31,,Bombay High Court,Pre-Admission,Original_INTERIM APPLICATION,Summary Suits,Subcase,9973.0,2025-03-28,
